q115	v19444	\N	23	Eroge? You mean those Chinese porn powerpoints for dudes?
q116	v12246	\N	9	My hobby is smearing butter all over my body and letting a dog lick it.
q117	v2747	\N	10	Girls are angels. Angels take dogs and boys away to the heaven. Sad. It's so sad.
q118	v369	\N	0	*Smack,* ooh... this is great. Your pussy feels like it's full of serpents.
q119	v417	\N	11	...you seem to have patented being one step behind.
q120	v26765	\N	11	I appear to have spawned a child.
q121	v7679	\N	16	Rule breakers will be shot to death... That's just common sense!
q122	v19431	\N	2	This is my story. Sending with love, from me to everyone involved with me. The one and only story, that spells our living proof.
q123	v16560	\N	-1	Saya put in effort to raise a sea urchin here in the mountains.
q124	v25366	\N	15	How could i even think of marriage when the only part of 'Love' i've ever gotten is the 'L'!?
q125	v57	\N	8	Oh well. The more tsun she is now, the more dere she'll be later.
q126	v1660	\N	15	All men want the women they love to urinate on their faces.
q127	v22658	c85083	6	What? We were talking about things to look forward to at Christmas, right? And the only thing Christmas is really good for is a good lay.
q128	v24	\N	8	This is my truth!
q129	v12849	c22775	3	You totally did! Being dense is a sin, Hinata-kun.
q130	v7014	\N	20	Siiiigh... I guess that means nobody's gonna die! Laaaame...
q131	v492	\N	4	To my regret resolution is too low... looks like it's covered with mosaics, though that is erotic in its own way too
q132	v436	\N	5	Nice to meet you, filthy humans.
q133	v1377	\N	8	You know, I've suddenly woken up to my natural obligation to leave behind offspring.
q134	v9880	\N	7	My penis is mine!
q135	v2968	\N	0	Hey, that was my thrash!
q136	v5871	\N	3	Well, it's true after all; I am pretty annoying. Ehe~
q137	v1388	\N	5	And look -- I spent the entire night fucking your brains out, just in case you don't remember. There isn't much to be embarrassed about at this point.
q138	v231	\N	6	It'll take more than these wounds to take me down! I drink milk every day, after all!
q139	v5154	\N	8	Eh? What? So every one of us is a virgin? That's sad!
q140	v28576	\N	3	Vegetables? I tend to not eat any. I feel like they would turn my insides green and make me unhealthy.
q141	v431	\N	17	May I touch your "Sexual Intercourse Function"?
q142	v7707	\N	0	In a gal game, sincerely aiming at the heroine you choose is the accepted practice, the dogma, it's mandatory.
q143	v6572	\N	5	He's a slave, Sena! A slave to jiggle!
q144	v50	\N	-2	Because you said 'brownie', I was wondering if you meant Emiya-kun was like a choco-chip cake.
q145	v5883	\N	0	Lol what. Did he seriously make us wait and like, lol, that's all he had to say??? lmao
q146	v382	c4655	20	I, it,it IT'S A FLAAAAAAGGGGG!1!1!
q147	v18760	\N	0	Like hell I'd be a friend with a pig like that.
q148	v10304	\N	4	Asaba-sensei, I don't think you should run in the hallway.
q149	v5657	\N	4	When on duty, work hard. When on break, rest hard.
q150	v18760	c41748	0	Uhh... I wish I could become a bad girl already...
q151	v5943	\N	10	Her tsundere ratio is 8:2. So don't think you could see her dere side so easily.
q152	v29383	\N	4	Give me money for financial support then. Since doing so is what it means to be a man.
q153	v2002	\N	23	I'm not talking to myself! Can't you see? I'm talking to the guy on the other side of the monitor.
q154	v32333	\N	8	** USER WAS BANNED FOR THIS POST **
q155	v19829	\N	-11	Are you sure you're okay with this, my dude?
q156	v581	\N	9	You go first. As a moe-type-character you can't move fast anyway.
q157	v18781	\N	6	It's not an exaggeration to say that my idea of a family is a harem.
q158	v21465	\N	10	Then I'll also give you the curse of anything you get going on sale right after you buy it!
q159	v5154	\N	27	When I was in America, I managed all my conversations with just "thank you", "dog" and "pencil"!
q160	v12849	c22768	59	I'm not! My heart doesn't have the processing power to deal with so many inputs at once. Even running Windows 95 on this baby would be questionable.
q161	v19654	\N	8	The forty days I spent in your pocket were the most exciting days of my life.
q162	v7679	\N	10	Well, the world is shaped by the will of the majority... It makes sense that it bends to those who lack talent.
q163	v14269	c17415	4	Haha! I've mastered Aomori, Kouchi, and Fukuoka, too! I'm practically multilingual.
q164	v3	c411	-7	I can't win if they use those eyes against me...
q165	v18567	\N	1	Th-That's not fair! I'm sorry if I treated you kinda bad, but why does Syrup get to eat you and I can't?!
q166	v7014	\N	7	A teleporting, weaponized, ninja teddy bear... I'm not sure if that's supposed to be scary or silly.
q167	v6458	\N	3	Really? If you're lying, then just be honest with us...
q168	v2342	\N	13	Listen well, Yukinojou! If it seems you're about to lose, then just bite your opponent's ears off! It's not a fault if the referee won't notice it!
q169	v84	\N	2	You did, right? You seriously did, right? YOU SERIOUSLY FRIGGIN' DID, RIGHT?
q170	v11	\N	195	People die when they are killed.
q171	v812	\N	11	P-Please don't needlessly remember my masturbation cycle
q172	v3161	c33085	10	Funny how so many things come up when all you want to do is pee.
q173	v8158	\N	3	Making a resistant girl do what she doesn't want to feels way better than it should!
q174	v3336	\N	0	Whoa! A talking doll!
q175	v23908	\N	15	Tell them you were jerking off in the classroom-- it's probably better than saying you were getting sucked off by your little sister.
q176	v17018	\N	15	Unless it's bad news, I won't hear it.
q177	v21261	\N	6	You're not a proper game developer until you have crossdressed at least once!
q178	v17	c28	17	I am...You!
q179	v18498	c40662	-2	I think it would be better if you died, Setsuna-san.
q180	v5240	\N	-1	I'm not scary at all! One more word and I'll beat you up!
q181	v22230	c66155	33	It's easy enough to compare boob size with other girls, but yeah, nobody's really gonna be comparing the size of their holes.
q182	v32333	\N	4	The first thing you should know about being a writer is that it will turn you into a person who will find every excuse not to write.
q183	v4037	\N	9	Here. My mouth is your toilet.
q184	v20	c15061	13	I tried hard to forget something and, it actually worked? I must be genius.
q185	v20538	\N	8	I-I see death hasn't made you any less flippant.
q186	v16208	\N	8	God, how omnipotent can maids actually be?
q187	v4028	\N	12	Naturally, my hands got sticky from the oil... but I'm a man and therefore don't care!
q188	v914	\N	12	Let's see. Touching a girl's boobs is extremely comforting in any situation.
q189	v12849	c27673	5	Not quite. Anyone who can grow from believing they're a genius... is a genius.
q190	v16044	c26597	62	Please watch me pleasure myself!
q191	v18498	c40664	5	That old man... Is wiping his ass more important than saving the world?
q192	v9124	\N	3	Today's Monday, after all. Why wouldn't I be in high spirits at the start of the week?
q193	v5154	\N	20	While masticating steadily away, I ponder a certain philosophical dilemma. --Do beans have emotions?
q194	v3161	\N	5	I didn't want him to go to waste though so I had him stuffed and used him to decorate my living room.
q195	v44	\N	7	Y, you... Don't create such a painful event in the morning, you sister-character!
q196	v13839	\N	6	I thought the mating season for succubi was year-round...
q197	v7689	\N	13	Especially, tears are unnecessary for eroge. Nakige are not suited for men. They are created by gays, bought by gays, gay games.
q198	v1311	\N	7	I'll tear this filthy world apart...with my own two hands! NO ONE WILL ESCAPE JUDGMENT!
q199	v211	\N	-2	Of course. I'm certain of it, because I write everything I know about Azai-kun in my diary.
q200	v914	\N	13	My early ejaculation is awesome at a time like this.
q201	v67	\N	11	How would you react to my flat breasts?
q202	v1414	\N	6	There are no clothes left I could take off.
q203	v16560	\N	6	Please stop your serious monologing while having my head in an armlock.
q204	v12561	\N	7	What are you saying?! Isn't your very existence linked to sexual harassment?!
q205	v1143	\N	19	Later on, this abnormal incident was shrugged off by NASA with, "Oh, so it's just Momoyo".
q206	v44	\N	13	Good man! Now hurry up and put your semen into my anus.
q207	v18760	c41749	5	He repeated the same line twice and patted me on the buttocks in a friendly gesture.
q208	v6245	c8346	9	Fuhahaha, Class Rep is embarrassing. Just call me The King.
q209	v5871	\N	4	There are really only a few scenes like that! So there's not even that much ecchi!
q210	v44	\N	17	You are an uncute, uncharming, unsexy, titless little sister!
q211	v11856	\N	9	Phew, she didn't notice the two hour extended edition of Adult's in Diapers: Fetish Play next to it.
q212	v938	\N	4	Unable to control our passion, we'll do "synchronized swimming of love" in the locker room!
q213	v10665	\N	1	Y'know, they say that ladies love a domesticated man.
q214	v74	\N	7	Now then, let's go. To the holy land of bentos, the rooftop! A chilly yet hot time is awaiting us!
q215	v14269	c17418	6	Is this what I think it is?! Are you going to shame my body by saying terrible things like I'm too small to even see?!
q216	v2632	\N	16	Heh, sorry. It's just that when I see dat ass o' yours, I start to drooooool...
q217	v10506	\N	0	Bakaa~! Idiot~!! Lolicon hentai pee sommelier!!
q218	v18152	\N	14	God said: anything tastes great when there's bacon in it.
q219	v2790	\N	1	I feel like something really inappropriate was erected. Is it just my imagination?
q220	v414	\N	4	Aki, you sound so nice today. Are you okay?
q221	v2002	\N	19	...let's stop thinking nostalgically about the future.
q222	v1027	\N	3	Thus, I deny tomorrow.
q223	v4	\N	21	That's right...We were always together...In this world. In this sad, lonely world
q224	v812	\N	2	Don't emit your host beam since it is perverted!
q225	v12402	\N	27	Twelve, as of today. Practically an adult. I was knee-deep in dick at that age.
q226	v231	\N	18	I can't believe you pissed all over the cockpit! What are we supposed to do if you ruined any of the instruments?
q227	v1027	\N	6	Do not gather. Do not form herds. That does nothing but rob you of intelligence......
q228	v71	\N	6	Woojoo ryke-a kupp obb kowfee?
q229	v46744	\N	5	Numbers never lie. So if I measure your penis length, I can your body condition that day.
q230	v4028	c5010	2	I'm not talking about liking or disliking! Sweets are justice! Justice, I tell you!
q231	v4017	c19161	7	Just you watch boy, girlfriends don't just grow on trees!
q232	v1063	\N	0	You will stick your dick in me, and move. Sperm will come from your dick.
q233	v6710	\N	10	If a man looks at you too much, it makes a baby inside you!
q234	v15077	c21328	12	Yeah. Everyone gets an urge to pour ethanol onto a fire once in a while...
q235	v5871	\N	2	Okay then, brother. Always be sure to protect me. This is an order from your little sister.
q236	v103	\N	1	...and what are you going to do? Rape me?
q237	v12	\N	12	It's summer vacation. What else is there to do other than going to the dungeon?
q238	v7679	\N	27	Obsessing over stuff doesn't solve anything, right? Yep, I should stop thinking and play video games.
q239	v238	\N	9	Look, what's mine is mine, and what's yours is also all mine!
q240	v12607	\N	4	Farewell, big hard cock...
q241	v155	\N	6	Sawamura Tsukasa, I hereby forbid you from breathing within these premises.
q242	v3161	c33085	6	I'm not crazy about the idea of jamming a needle into my own balls.
q243	v21017	\N	0	If somebody wanted to fuck her bad enough to spike her drink, she might as well let them have a go.
q244	v7771	\N	45	If you do your absolute best and things still don't work out, then I'll become your mom, Haruki-kun.
q245	v5883	\N	5	I thought it was gonna be this super powerful tech that goes woosh, kaboom, grgrgr swoosh! You know?
q246	v97	\N	41	The person I just chased off with the verbal equivalent of a nuclear bomb used to be my friend
q247	v26532	\N	10	I went with a simpler look today. I figured this world couldn't handle my full resolution.
q248	v5240	c12295	14	It's like she's thinking that my reasoning is broken, and I will transform myself into a criminal if I don't have anything masturbate to by midnight.
q249	v6245	\N	6	You know, I've just had my existence denied, but I've still got a smile on my face. That makes me awesome.
q250	v9880	\N	-1	Lolicons are national treasures!
q251	v11	\N	33	How terrible. If she was going to die, I wanted to kill her myself.
q252	v155	\N	2	I take pride in my status as a super nice guy with the respect of the community.
q253	v3161	\N	7	Whoever said that women don't have smelly farts must have never had one fart right in their face. It's not pleasant.
q254	v18644	c43189	3	You were quite the fat-ass, weren't you?
q255	v8158	c9359	3	I believe someone with your talent only comes around once every six months or so.
q256	v729	c3137	13	I want to become an encyclopedic, morally corrupt, audaciously arrogant, phenomenally narcissistic woman just like her!
q257	v19444	\N	29	Age reveals... are something best avoided... if we wish to exist peacefully.
q258	v11712	\N	8	No Moe, No Brother, NO LIFE---!!!
q259	v14303	\N	11	I bought a game new, but the heroines were second hand. I want my money back.
q260	v599	\N	4	Of course she's wearing clothes, but to me those are the ribbons of eros!
q261	v3161	\N	3	I need to ask. Are you by any chance... sexually frustrated?
q262	v266	\N	11	I Hit myself on the Head. It sounded hollow, like there was no brain inside.
q263	v16560	\N	5	........Do-Do I look like I would visit lewd websites?
q264	v436	\N	24	WHAT FUCKING SLUT STOLE MY BEAUTIFUL SON'S VIRGINITY? THAT WAS MIIIIIIIINNNNNEEEEEE!!!
q265	v14269	\N	5	The only people you'd call Onii-chan are like your boyfriend or your boyfriend or maybe even your boyfriend.
q266	v1143	\N	12	Little girls aren't for the taking. They're for admiring.
q267	v210	\N	4	So me trying to cook was about as unheard of as snow in space, huh?
q268	v5871	\N	2	To have lived with me for so long and not have fallen in love...you have terrible taste!
q269	v4	\N	-15	You guys are demons!
q270	v432	\N	12	You sourpuss.
q271	v19073	c49563	18	This stuff ain't food... It's a biological weapon.
q272	v18760	c41751	8	I really can't tell. I might just throw them away after giving birth if they're too annoying.
q273	v1143	\N	5	Uuu... yaaay! I'm a carnival of innocence! Hooray for sunny skies! Japan, cha-cha-cha!
q274	v324	\N	14	Praying is futile. Because in this world we live in————God doesn't exist.
q275	v46744	\N	3	Incest is bad, Onii-chan.
q276	v19769	\N	5	Hey! Don't ignore me! Please, at least give me a retort!
q277	v12402	\N	15	But hope has a way of forsaking those who give it a home.
q278	v18567	\N	1	Understood! To avoid seeming "creepy" I will stand here in the dark until he comes downstairs.
q279	v12992	c21848	7	That's my Onii-chan! Onii-chan's indomitable mind would even shock the Persian Immortals!
q280	v236	\N	2	That (nostalgic) intense pain rushed through my shin once again.
q281	v231	\N	6	Hmm...... Now that it's come this far, LET'S DRAGON SLAYER! Submit and become my experience points!
q282	v2635	\N	-1	I guess this is the morning after yesterday.
q283	v93	\N	7	Rules and morals... they're just for weak people who can't live without them.
q284	v9124	\N	5	She's cheering the cell phone on.
q285	v18760	c49575	3	Hee... hee, hee... heehee... uehee... haha... ahyah...
q286	v51	c4760	9	What kind of sleeping posture involves crawling under the bed?!
q287	v1390	\N	12	I have one bullet left. One ending. One death. More than enough.
q288	v21735	\N	16	Being elected for the 37th times in a row does not sound like a very healthy democracy.
q289	v22145	c106210	1	I'd rather choke on a dick, thank you very much.
q290	v211	\N	22	Just don't get caught. If nobody's caught, it's not a crime.
q291	v12607	\N	4	T,That's because I don't have a pussy...
q292	v103	\N	5	Nothingwrongwiththatatall! Infactitmakesmehappytoseeyoueatyourfill!!!
q293	v9092	\N	4	The boobs you can foundle are far superior than boobs you only gaze at. That's the ultimate reality for a man.
q294	v382	\N	25	An email from a 3-D girl.... I'd never received one before....
q295	v99	\N	8	...It's so rural that it almost makes me wanna pee.
q296	v6245	\N	4	Optic Blaster! In other words, a beam!
q297	v7014	\N	13	Don't put me in the same category as that virgin! I wouldn't want to catch his virginity!
q298	v8158	\N	9	That's a good question. Now go stand in the corridor.
q299	v716	\N	5	Crashing headlong into everything is the only way to live!
q300	v7014	\N	19	Your ability, appearance, and social status are so inferior I can hardly consider us the same species.
q301	v6710	\N	5	Um, I... I feel like I broke my cock.
q302	v1286	\N	11	I got the feeling it was about time I tied a weight to her and throw her into the lake.
q303	v264	\N	-2	You look unappetizing...
q304	v9205	\N	1	The god of your world is of a particularly vile disposition.
q305	v1155	\N	3	Nooo, stop it... It's like we're the 2D Adoration Association...
q306	v13566	\N	14	Honestly, women just get pregnant so easily.
q307	v155	\N	2	You won't set a flag point unless you come back here!
q308	v19397	\N	8	I don't think falling in love so you can die is particularly commonplace.
q309	v18152	\N	17	Apparently 90% of all giraffes are in homosexual relationships.
q310	v4017	c19161	10	I have all the girls just waiting for me to load up their save dataaaaaa!!!!!
q311	v1484	\N	13	It's difficult for a virgin to use a tampon... but that doesn't mean it's impossible.
q312	v1327	\N	12	They sure ought to release a 18+ patch for that.
q313	v4	\N	17	That's right... the strongest girl sewing my clothes... those would be the strongest clothes...
q314	v1726	\N	11	I've got a traumatic experience working as a Santa. When I sneaked in to place my presents, I accidentally saw the residents having sex.
q315	v31083	c104343	9	A barbecue without toastmallows is like a pizza without pineapples!
q316	v16208	\N	-2	You three have quite the balance of power. There's the good, the bad, and the ordinary.
q317	v4599	\N	5	A girl shouldn't show her tears this easily. A girl's tears are their very last trump card and they are meant to be more valuable than any diamond.
q318	v29383	\N	8	Please start your life over, starting from your genes/gender.
q319	v9878	\N	0	Because I know that real life is different from visual novels and anime..
q320	v1027	\N	4	I, Churchill, will never waver. If I lose my blood, I'll replace it with ambition. If I lose my flesh, I'll replace it with resolve.
q321	v5883	\N	6	I-I'm okay with you writhing more. I can use this for my delusions... Duhuhu.
q322	v6700	\N	6	I've got tons of free time, but not that much. I've got anime to watch, not to mention online auctions I've gotta keep my eye on!
q323	v18550	c46911	7	Leave and go practice your bloody sodomy elsewhere.
q324	v5883	\N	8	Wait, we still have to pay?! That's not rock and roll at all!
q325	v893	\N	10	I'll need to grab my flamethrower and kill it with fire.
q326	v19073	c49563	50	I-Isn't marriage, you know... That thing where the guy loses half his privileges but has to do double the work!?
q327	v3161	c33085	9	Words can't express how grateful I am. I could even kiss her right on the cock.
q328	v10304	\N	13	But anyways, practicing how to eat soft ice cream using a penis?
q329	v414	\N	10	This isn't a performance, it's terrorism.
q330	v27751	\N	0	If I can excite you, then that's a succubus' long-cherished ambition!
q331	v22873	\N	7	Oh...you like being the meat in this fuck sandwich Vicky?
q332	v2153	\N	4	The beauty of my master's face is without peer, no matter how wrinkly it may get.
q333	v11	\N	-2	Loli-buruma isn't good enough, so you're taking on such a great role in the main storyline...!?
q334	v27448	\N	27	No, I alone possess the special function of being utterly useless.
q335	v5657	\N	13	That isn't a technique. That’s a disgrace, and you should feel bad for still having it on your skill bar
q336	v181	\N	13	Stay outta this, woman! You've got a lot of guts to cut into a fight between men! Come back once you've grown yourself a cock!
q337	v3112	\N	0	I might lose them. It's probably better if you hold on to them. That way it won't be my fault if they get lost.
q338	v18830	\N	4	At any rate, it's rather sad that you're experiencing sexual health issues even though you're a virgin.
q339	v53	\N	16	Who the fuck would genuflect at this late hour?! AND WHAT THE FUCK DOES GENUFLECT MEAN ANYWAY?!
q340	v57	c1374	14	No response means consent!
q341	v16044	\N	5	You trying to stare words out of me?
q342	v4028	\N	5	N-No... by the way, what are the activities of the Dog in a Pot Research Club?
q343	v914	\N	19	I'm ugly, and being ugly is a crime.
q344	v12849	\N	13	How often do you hallucinate hallucinations denying that they're hallucinations? We need to get you to a hospital.
q345	v7849	\N	6	It only really gets good once you've got at least three girls. Everybody knows that!
q346	v4511	c21402	4	Tap, tap, tap. Hey Boss. What are you hoping to find with all that taping?
q347	v82	\N	9	If you never give up on anything, you'll never be able to move on. Not by a single step.
q348	v19444	\N	2	Y-Yeah! You're like an automatic titfuck machine now...!
q349	v17018	\N	35	He didn't seem to know his mother was his father, either.
q350	v39689	c119099	-3	I live with... my parents.
q351	v17	c28	15	So you want me to put the tip of this in that hole of yours?
q352	v12694	\N	3	So it's private, but everyone knows and treats you unusually well. Do you work at a brothel?
q353	v3112	\N	12	Hey Santa, digging through the trash really suits you.
q354	v5240	c12298	20	Photograph? That's not a photograph. It's a CG.
q355	v12	c15848	7	What's that, you bastard? I'll seduce you!
q356	v18760	\N	1	Oink!!
q357	v16044	c41324	42	I mean, the protagonists are all unpopular virgins, yet they get to screw any girl they want. How is that realistic?
q358	v9879	\N	2	That's Kawai-san, from class 2. She's fairly renowned for being cute.
q359	v31208	\N	10	Absolutely not! I'll fuck a lot of things, but a chair is too far!
q360	v2632	\N	15	Do you have any of that ass medicine, by any chance? You know, the smeary stuff?
q361	v12849	c22771	15	Don't worry, people don't come installed with a self-destruct function.
q362	v1491	\N	4	Reach out to others as they reach out to you! Open up your heart and you'll have the POWER OF LOVE!
q363	v15708	\N	8	I'm in the middle of tofu-ing, could you please not distract me?
q364	v236	\N	8	Art is losing out to a pencil eraser.
q365	v36	c9990	5	I'm your long lost brother. We were separated at birth.
q366	v5	c1867	15	And we'd laugh so much, making our diaphragms cramp up, that we'd suffocate and be sent to the hospital in an ambulance!
q367	v23281	\N	2	Involving yourself in a lovers' quarrel is like opening Pandora's box.
